"train_indices","barrio","cod_barrio","distrito","cod_distrito","longitud","latitud","precio.house.m2","sup.util","ref.hip.zona","dorm","banos","tipo.casa","inter.exter","ascensor","estado","antig","comercial","casco.historico","Ruidos_ext","Mal_olor","Poca_limp","Malas_comunic","Pocas_zonas","Delincuencia","M.30","CO","NO2","Nox","O3","SO2","PM10","Pobl.0_14_div_Poblac.Total","PoblJubilada_div_Poblac.Total","Inmigrantes.porc","ref.hip.zona ","radio","log.precio.house.m2"
"216","Ciudad Universitaria","93","moncloa","9",-3.728335,40.472286,4231,110,3537,3,3,"piso","exterior","si","buen_estado",30,"1","0",0.35,0.17,0.32,0.16,0.11,0.25,"0",-0.209173038023595,-0.00346780999237247,-0.00366046363057954,0.246985033,-0.649666686016581,-0.106478206339307,14.2389070449109,18.7982210841953,8.04302415686803,"3537",6584.34237658077,8.35019365072007
"219","Entrevías","131","puente_vallecas","13",-3.677673,40.380061,1547,80,2319,3,2,"chalet","exterior","no","buen_estado",35,"0","0",0.34,0.22,0.58,0.17,0.23,0.62,"0",-0.198964576081149,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.732256957219038,0.110492806731201,14.0851619218533,17.5324251570275,15.6513581858227,"2319",4566.01901717307,7.34407285057307
"220","Fuente del Berro","43","salamanca","4",-3.659091,40.428019,3600,57,3284,2,1,"piso","exterior","si","a_reformar",40,"0","0",0.38,0.24,0.42,0.02,0.17,0.26,"0",0.0354095768454413,-0.099817864358657,-0.0987787115982582,-0.278208092,0.0327869871482698,-0.401679143282898,10.8508323139206,22.4451037773467,8.57455680888883,"3284",3172.2585510952,8.1886891244442
"221","Delicias","25","arganzuela","2",-3.685488,40.399596,4787,67,3669,2,2,"piso","exterior","si","buen_estado",8,"1","1",0.47,0.44,0.58,0.09,0.42,0.55,"0",1.1346551618301,0.0500208722041342,0.306028734905324,0.014884463,-0.549640655970139,0.387097264041018,12.4059736305031,16.4637662379734,12.0677702549483,"3669",2293.97448854894,8.47365918939251
"224","Rios Rosas","75","chamberi","7",-3.7024599,40.441953,12376,390,5802,3,3,"piso","exterior","si","buen_estado",27.8868981514584,"1","1",0.42,0.28,0.39,0.01,0.56,0.21,"1",0.77901675839227,0.426947587243207,0.191849837487384,0.006097444,1.24563301612413,0.378522507050669,10.208239022182,22.7526510007271,9.66020549542505,"5802",2640.49117161084,9.4235143922529
"225","Comillas","111","carabanchel","11",-3.709027,40.398669,5250,35,3120,2,1,"piso","interior","no","buen_estado",28.5660738847396,"1","1",0.47,0.39,0.5,0.22,0.24,0.54,"0",0.747241010003825,0.0491815052088006,0.0258625371359668,0.7383681,-0.544961965260434,0.260866145188002,13.431372167504,18.6782268954326,17.8368933701206,"3120",2572.48177746959,8.56598335558567
"226","Comillas","111","carabanchel","11",-3.7106284,40.393503,3151,55,3385,2,1,"piso","exterior","no","reformado",40,"0","0",0.47,0.39,0.5,0.22,0.24,0.54,"0",0.68254781826714,-0.00243244892166617,0.0126070489446986,0.449144021,-0.49676574468199,0.202017387733363,13.431372167504,18.6782268954326,17.8368933701206,"3385",3146.74356015261,8.05547514175727
"227","Nueva España","55","chamartin","5",-3.668232,40.464401,5000,80,5095,2,1,"piso","exterior","si","buen_estado",30,"1","1",0.34,0.17,0.31,0.04,0.24,0.23,"0",-0.47544820138785,-0.00346780999237247,-0.00366046363057954,0.246781346,0.0915234295941413,-0.334214579324633,12.6403244799163,20.7824152819573,13.4305900824284,"5095",5525.71751351709,8.51719319141624
"228","Cármenes","101","latina","10",-3.727112,40.406569,4667,70,4995,3,1,"piso","exterior","si","a_reformar",30,"1","1",0.37,0.22,0.53,0.24,0.2,0.53,"0",0.0893951045370164,-0.00346780999237247,-0.00366046363057954,0.269797707,-0.307207669095998,-0.00273834680434794,11.6618606886501,21.8191401950297,13.9478008774786,"4995",3083.59330651493,8.44827174594982
"229","Puerta del Angel","102","latina","10",-3.724923,40.415424,3600,185,3647,5,3,"piso","exterior","si","buen_estado",40,"0","0",0.41,0.27,0.54,0.1,0.33,0.57,"0",-0.206184866800304,-0.00346780999237247,-0.00366046363057954,0.339914176,-0.388036726507317,0.0207569936078793,11.6618606886501,21.8191401950297,13.9478008774786,"3647",2600.59432743869,8.1886891244442
"230","Palos de Moguer","26","arganzuela","2",-3.69338,40.404673,4189,82,3216,3,2,"piso","exterior","si","buen_estado",30,"1","1",0.48,0.44,0.63,0.05,0.53,0.57,"0",1.49744559824451,0.245223825138493,1.43621634775385,0.128279315,-0.507710187190648,0.599650580801013,12.4059736305031,16.4637662379734,12.0677702549483,"3216",1598.22307873654,8.34021732094704
"231","Palomeras Bajas","133","puente_vallecas","13",-3.657954,40.389198,2508,63,2652,3,1,"piso","exterior","no","a_reformar",38.530647117233,"0","0",0.37,0.31,0.47,0.21,0.21,0.56,"0",-0.826769469550482,-0.258580170012637,-0.387024171183764,0.140592585,-0.752112226771115,-0.345486035433332,14.0851619218533,17.5324251570275,15.6513581858227,"2652",4544.89482820268,7.82724090175281
"233","Pinar del Rey","164","hortaleza","16",-3.646088,40.479467,4200,110,3307,4,2,"piso","exterior","si","buen_estado",25,"1","0",0.36,0.17,0.39,0.18,0.3,0.27,"0",-0.270008155620169,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.575637820335468,-0.307117346351298,15.5469058171102,15.6252175325429,7.53242685105692,"3307",7886.49807228493,8.34283980427146
"234","El Viso","51","chamartin","5",-3.682716,40.442048,6000,38,5606,1,1,"piso","interior","si","buen_estado",5,"1","1",0.38,0.21,0.37,0.03,0.38,0.28,"0",0.557343008799177,0.200214062947751,0.230748648540687,-0.367819918,1.30169977831933,0.0988870127487033,12.6403244799163,20.7824152819573,13.4305900824284,"5606",2756.23263980619,8.69951474821019
"235","Hispanoamérica","54","chamartin","5",-3.670841,40.4602,4531,143,4522,5,2,"piso","exterior","si","buen_estado",28.8543937988573,"1","1",0.37,0.19,0.32,0.04,0.22,0.22,"0",-0.508540506397848,-0.0167450332063504,-0.0219960804743058,0.588168285,0.269636015324871,-0.298030986441324,12.6403244799163,20.7824152819573,13.4305900824284,"4522",5008.66643877642,8.41869794466714
"236","Goya","42","salamanca","4",-3.6716551,40.429171,9311,74,6260,2,2,"piso","exterior","si","nuevo-semin,",0,"1","1",0.37,0.26,0.33,0.01,0.38,0.19,"0",0.386942411237415,-0.595143881872386,-0.618534122951633,-0.212515186,0.636289512440788,-0.179191493924798,10.8508323139206,22.4451037773467,8.57455680888883,"6260",2250.06177886519,9.13895177588853
"237","Aguilas","107","latina","10",-3.767345,40.379816,3667,85,3085,3,1,"piso","exterior","si","buen_estado",25,"0","0",0.28,0.11,0.35,0.13,0.12,0.28,"0",-0.26419275390695,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.469633971270876,-0.226015233731073,11.6618606886501,21.8191401950297,13.9478008774786,"3085",7553.65639475078,8.20712916807133
"238","Valverde","86","fuencarral","8",-3.679261,40.512527,3908,70,4004,2,2,"piso","exterior","si","buen_estado",7.5,"0","0",0.34,0.19,0.48,0.19,0.39,0.4,"0",-0.271638654088029,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.641111375444708,-0.252668984269403,14.2042185577595,16.9485824548359,7.08064473299875,"4004",10492.1110860993,8.27078101316267
"239","Aluche","104","latina","10",-3.769855,40.395637,2353,69,2988,3,1,"piso","exterior","si","segunda_mano",40,"0","0",0.33,0.14,0.35,0.1,0.1,0.43,"0",-0.202702482054885,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.611611119412054,-0.251385795188743,11.6618606886501,21.8191401950297,13.9478008774786,"2988",6888.78037954819,7.76344638872736
"240","Chopera","23","arganzuela","2",-3.6996,40.3979,2472,70,3337,3,2,"piso","interior","si","a_reformar",40,"1","1",0.43,0.35,0.56,0.07,0.27,0.52,"0",1.16751001503825,0.0562739917867612,0.342233096508,0.304713346,-0.658269494124511,0.451027371372498,12.4059736305031,16.4637662379734,12.0677702549483,"3337",2386.7710724296,7.81278281857758
"242","Valdezarza","94","moncloa","9",-3.718851,40.47253,4286,50,3790,1,1,"piso","exterior","si","buen_estado",15,"0","0",0.25,0.11,0.32,0.09,0.07,0.32,"0",-0.125711520733761,0.0255669535114569,0.0172203509329796,0.637352997,-0.578382751652985,0.0253922794771832,14.2389070449109,18.7982210841953,8.04302415686803,"3790",6303.14755005038,8.36310917603352
"244","Bellas Vistas","61","tetuan","6",-3.707027,40.457642,4000,65,3803,2,2,"duplex","exterior","no","buen_estado",8,"0","0",0.4,0.23,0.46,0.03,0.5,0.46,"0",0.0476361831545567,-0.00346780999237247,-0.00366046363057954,0.402728846,0.416173323341333,0.258292350296359,11.1810440577564,19.5566137701235,17.5599075693549,"3803",4428.5890401568,8.29404964010203
"245","Fuente del Berro","43","salamanca","4",-3.659842,40.433115,4353,57,3618,1,1,"piso","exterior","si","buen_estado",15,"0","0",0.38,0.24,0.42,0.02,0.17,0.26,"0",-0.105511365202032,-0.0846719863556303,-0.0838264690795012,-0.221631091,0.06182250992145,-0.400322974948528,10.8508323139206,22.4451037773467,8.57455680888883,"3618",3338.33732457268,8.3786205415523
"246","Casco Histórico de Vallecas","181","vallecas","18",-3.5992263,40.358207,2612,57,2947,1,1,"piso","exterior","si","nuevo-semin,",0,"0","0",0.41,0.58,0.45,0.07,0.53,0.52,"0",-0.359039034851448,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.491749658988843,-0.161992641457048,16.3236733530746,11.5771084486625,9.57490304915067,"2947",10544.7208222207,7.86787149039632
"247","Universidad","15","centro","1",-3.704195,40.425438,3185,35,3944,1,1,"piso","exterior","no","excelente",26.6877930173927,"1","1",0.48,0.33,0.56,0.03,0.65,0.67,"1",0.658130024197861,-0.466435276507063,-0.129554666365679,-0.628272759,0.892020568709523,0.385589210974222,8.89722566365522,16.2444144382421,18.5726018625499,"3944",1083.88984416463,8.06620756800626
"249","Chopera","23","arganzuela","2",-3.695312,40.396307,3158,77,3217,3,2,"piso","interior","si","a_reformar",40,"1","1",0.43,0.35,0.56,0.07,0.27,0.52,"0",1.22608918786884,0.0589845955245295,0.357926971634965,0.106509606,-0.690400043597247,0.520859493236304,12.4059736305031,16.4637662379734,12.0677702549483,"3217",2526.89403326241,8.05769419481559
"250","Valverde","86","fuencarral","8",-3.690916,40.494927,3000,45,3376,1,1,"piso","exterior","no","buen_estado",15,"0","0",0.34,0.19,0.48,0.19,0.39,0.4,"0",-0.205606353869188,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.555690730358201,-0.128655704698736,14.2042185577595,16.9485824548359,7.08064473299875,"3376",8457.91314019,8.00636756765025
"251","Pradolongo","127","usera","12",-3.706341,40.380878,2526,55,2408,3,1,"piso","exterior","no","buen_estado",30,"0","0",0.44,0.31,0.52,0.2,0.26,0.69,"0",0.331718240381002,-0.00282841317709602,0.00638568937574,0.189241404,-0.565691485165127,0.212048464061227,14.7617732259595,17.6805558506683,20.543385107905,"2408",4358.88301285953,7.83439230291044
"252","Fuente del Berro","43","salamanca","4",-3.666201,40.423319,6174,146,4488,5,3,"piso","exterior","si","reformado",25,"1","1",0.38,0.24,0.42,0.02,0.17,0.26,"0",0.322636003362004,-0.165685016289357,-0.163803771848369,-0.28502477,0.244749153649697,-0.289239419043602,10.8508323139206,22.4451037773467,8.57455680888883,"4488",2454.29480044571,8.7281022050621
"253","Recoletos","41","salamanca","4",-3.67893,40.429276,5609,88,5040,3,1,"piso","exterior","si","buen_estado",30,"1","1",0.41,0.28,0.33,0.01,0.24,0.29,"0",0.582968119239464,-0.401109741756531,-0.565907435654068,-0.042546998,1.46411170321587,0.0601216778205973,10.8508323139206,22.4451037773467,8.57455680888883,"5040",1752.69993460804,8.63212772950834
"254","Goya","42","salamanca","4",-3.67733,40.430338,5429,33,5005,1,1,"piso","interior","si","buen_estado",30,"1","1",0.37,0.26,0.33,0.01,0.38,0.19,"0",0.523819162202637,-0.450682248245461,-0.573816962666575,-0.024453573,1.33493218830706,-0.00190107333490874,10.8508323139206,22.4451037773467,8.57455680888883,"5005",1932.57957028462,8.59951023390545
"255","Guindalera","44","salamanca","4",-3.66143,40.441983,4400,135,4126,4,3,"piso","exterior","si","buen_estado",30,"1","1",0.38,0.23,0.35,0.03,0.37,0.2,"0",-0.390574106163865,-0.00346780999237247,-0.00366046363057954,0.093160592,0.163578461507291,-0.392432148129099,10.8508323139206,22.4451037773467,8.57455680888883,"4126",3800.74022930435,8.38935981990635
"256","Ventas","151","ciudad_lineal","15",-3.651849,40.433258,2345,45,3096,2,1,"piso","exterior","no","buen_estado",30,"0","0",0.41,0.26,0.47,0.38,0.31,0.41,"0",-0.366415086805826,-0.00346780999237247,-0.00366046363057954,-0.107606694,-0.213612633568247,-0.451129096536752,12.6403244799163,20.7824152819573,13.4305900824284,"3096",3955.20356290924,7.76004068088038
"257","Valdefuentes","166","hortaleza","16",-3.669147,40.487249,4667,82,4001,2,1,"piso","exterior","si","segunda_mano",15,"0","0",0.33,0.42,0.44,0.66,0.36,0.31,"0",-0.204623311310346,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.394860357865858,-0.31967644864075,15.5469058171102,15.6252175325429,7.53242685105692,"4001",7897.44933084258,8.44827174594982
"258","Vinateros","146","moratalaz","14",-3.635405,40.403649,2760,90,2844,3,1,"piso","exterior","si","buen_estado",30,"0","0",0.19,0.12,0.36,0.02,0.11,0.25,"0",-0.062254775746291,-0.0349235217444116,-0.0302661582870344,-0.316598236,-0.170460787734341,-0.352456285775844,13.0862840391885,22.22093651161,7.95629869628944,"2844",5300.38505019653,7.9229859587112
"259","Hispanoamérica","54","chamartin","5",-3.681536,40.455879,5556,48,5677,1,1,"piso","exterior","si","buen_estado",25,"1","1",0.37,0.19,0.32,0.04,0.22,0.22,"0",-0.269306969087283,-0.228688297214026,-0.31468608190188,0.911448828,0.697002417241926,-0.0572475767375276,12.6403244799163,20.7824152819573,13.4305900824284,"5677",4251.94975776355,8.62263370387423
"260","Aguilas","107","latina","10",-3.78052,40.385602,3000,55,2998,2,1,"piso","exterior","si","buen_estado",25,"0","0",0.28,0.11,0.35,0.13,0.12,0.28,"0",-0.271638654088029,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.587113539531367,-0.201876901156956,11.6618606886501,21.8191401950297,13.9478008774786,"2998",8177.54932993039,8.00636756765025
"261","Ciudad Jardín","53","chamartin","5",-3.672561,40.446425,4528,59,4306,1,1,"piso","exterior","no","buen_estado",5,"1","1",0.38,0.22,0.46,0.02,0.29,0.27,"0",-0.18978388174724,-0.107951496209568,-0.147950636810897,0.712325092,0.695286950732035,-0.230576058221875,12.6403244799163,20.7824152819573,13.4305900824284,"4306",3578.78596577455,8.41803561988302
"262","Hispanoamérica","54","chamartin","5",-3.686793,40.457446,7071,75,5180,1,1,"piso","exterior","si","buen_estado",30,"1","1",0.37,0.19,0.32,0.04,0.22,0.22,"0",-0.112234611485646,-0.0270170308047488,-0.0361815324433307,0.496676445,0.71167441742648,0.0605701725198853,12.6403244799163,20.7824152819573,13.4305900824284,"5180",4330.60249536007,8.86375719160424
"263","Castilla","56","chamartin","5",-3.686535,40.470457,3716,136,4083,4,2,"piso","exterior","si","a_reformar",30,"1","1",0.5,0.25,0.3,0.15,0.41,0.25,"0",-0.0651989733728643,-0.119600545248388,0.453999388457694,-0.481891765,0.21798451866578,-0.0710465992721651,12.6403244799163,20.7824152819573,13.4305900824284,"4083",5768.77159942696,8.22040309993373
"264","Numancia","136","puente_vallecas","13",-3.653507,40.402475,1593,81,2463,2,1,"piso","exterior","no","buen_estado",35,"0","0",0.36,0.24,0.5,0.18,0.4,0.45,"0",-0.140836528710995,-0.0452980611498488,-0.0390410933385209,-0.309822565,-0.183194518560502,-0.428359119207734,14.0851619218533,17.5324251570275,15.6513581858227,"2463",3938.99731033415,7.37337430991005
"266","San Diego","132","puente_vallecas","13",-3.667184,40.396769,1986,50,2697,1,1,"duplex","exterior","si","buen_estado",11.2224153595447,"0","0",0.46,0.35,0.65,0.17,0.59,0.57,"0",0.00801282318759922,-0.00346780999237247,-0.00366046363057954,0.071961105,-0.481966703580268,-0.172581032349309,14.0851619218533,17.5324251570275,15.6513581858227,"2697",3394.82485252422,7.59387784460512
"269","Ventas","151","ciudad_lineal","15",-3.652332,40.433735,3425,58,2867,2,1,"piso","exterior","si","buen_estado",30,"0","0",0.41,0.26,0.47,0.38,0.31,0.41,"0",-0.373273394629878,-0.00346780999237247,-0.00366046363057954,-0.115278061,-0.202838023844302,-0.44972383669107,12.6403244799163,20.7824152819573,13.4305900824284,"2867",3939.54786882481,8.13885675069633
"270","Rosas","205","san_blas","20",-3.606187,40.433988,5766,45,3132,1,1,"atico","exterior","si","buen_estado",10,"0","0",0.36,0.18,0.32,0.39,0.19,0.29,"0",-0.405757959519394,-0.00346780999237247,-0.00366046363057954,-0.04008656,-0.863996191503697,-0.21862583167425,15.7803097218604,16.9864075695667,9.82035623733057,"3132",7675.70688624533,8.65973387819835
"271","Entrevías","131","puente_vallecas","13",-3.66437,40.378116,2471,70,2556,3,1,"piso","exterior","no","buen_estado",25,"0","0",0.34,0.22,0.58,0.17,0.23,0.62,"0",-0.672830124890535,-0.00346780999237247,-0.00366046363057954,0.073732041,-0.780552902298165,-0.201284548131091,14.0851619218533,17.5324251570275,15.6513581858227,"2556",5223.13195165858,7.81237820598861
"272","El Viso","51","chamartin","5",-3.679047,40.441476,3920,117,5074,3,2,"piso","exterior","si","buen_estado",29.7864267680646,"1","1",0.38,0.21,0.37,0.03,0.38,0.28,"0",0.378771785837036,0.0185658415157171,0.0216971620302012,-0.060768575,1.16919563429824,-0.0238552715415385,12.6403244799163,20.7824152819573,13.4305900824284,"5074",2827.88699635459,8.27384693278451
"273","Nueva España","55","chamartin","5",-3.685355,40.468303,4947,85,4116,2,1,"piso","exterior","si","buen_estado",30,"1","1",0.34,0.17,0.31,0.04,0.24,0.23,"0",-0.10231066225028,-0.110401449634394,0.417747278070687,-0.398236503,0.299138700500699,-0.0719631873524503,12.6403244799163,20.7824152819573,13.4305900824284,"4116",5543.9889887161,8.50653661122771
"274","Timón","214","barajas","21",-3.6111567,40.485693,2493,71,2991,3,1,"piso","exterior","no","buen_estado",35.6869033033936,"0","0",0.64,0.17,0.27,0.28,0.35,0.23,"0",-0.344252300548287,-0.00346780999237247,-0.00366046363057954,0.055845137,-1.00292128844225,-0.207341957494595,12.6403244799163,20.7824152819573,13.4305900824284,"2991",10250.8723068819,7.82124208352356
"275","Guindalera","44","salamanca","4",-3.659112,40.436577,3794,75,3693,2,2,"piso","exterior","si","excelente",25,"0","0",0.38,0.23,0.35,0.03,0.37,0.2,"0",-0.26829229330314,-0.00545502367095184,-0.00562227138135979,-0.154618225,0.0473703435627813,-0.409624568451321,10.8508323139206,22.4451037773467,8.57455680888883,"3693",3587.74275544709,8.24117615049496
"276","Abrantes","117","carabanchel","11",-3.731425,40.377004,2674,68,2748,3,1,"piso","exterior","si","buen_estado",40,"0","0",0.38,0.22,0.53,0.09,0.2,0.51,"0",0.00432634684360647,-0.00346780999237247,-0.00366046363057954,0.102611157,-0.249196675500842,-0.0702722933252978,13.431372167504,18.6782268954326,17.8368933701206,"2748",5621.53153525394,7.89133075766189
"277","Prosperidad","52","chamartin","5",-3.671536,40.44502,4156,70,4094,3,1,"piso","exterior","si","buen_estado",25,"1","1",0.42,0.25,0.44,0.03,0.48,0.24,"0",-0.152073651445277,-0.0403983737610943,-0.0546609368600419,0.577830552,0.674464981051087,-0.247315694061614,12.6403244799163,20.7824152819573,13.4305900824284,"4094",3494.16487302575,8.33230835221912
"278","Pradolongo","127","usera","12",-3.707135,40.37962,2625,75,2740,3,1,"piso","exterior","no","a_reformar",30,"0","0",0.44,0.31,0.52,0.2,0.26,0.69,"0",0.2676709834743,-0.00304558804134196,0.00297345480838759,0.184437206,-0.555724581435584,0.189480917562547,14.7617732259595,17.6805558506683,20.543385107905,"2740",4510.72034474399,7.87283617502572
"280","Palomeras Sureste","134","puente_vallecas","13",-3.635234,40.391262,1988,65,2475,2,1,"piso","exterior","si","buen_estado",21.4975022697115,"0","0",0.36,0.29,0.55,0.07,0.14,0.57,"0",-0.581250922317308,-0.00346780999237247,-0.00366046363057954,0.065973596,-0.485125766589993,-0.330644636498696,14.0851619218533,17.5324251570275,15.6513581858227,"2475",5904.11362663547,7.59488438721652
"281","Entrevías","131","puente_vallecas","13",-3.663683,40.377707,1818,100,2608,4,1,"duplex","exterior","no","buen_estado",35,"0","0",0.34,0.22,0.58,0.17,0.23,0.62,"0",-0.682955560659989,-0.00346780999237247,-0.00366046363057954,0.07391099,-0.782537736120051,-0.214344714122083,14.0851619218533,17.5324251570275,15.6513581858227,"2608",5291.46097720838,7.50549227473742
"282","Villaverde Alto, Casco Histórico de Villaverde","171","villaverde","17",-3.714645,40.347247,2200,45,2332,2,1,"piso","exterior","no","buen_estado",24.1937020153105,"0","0",0.44,0.39,0.52,0.23,0.49,0.73,"0",-0.271638654088029,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.56856078720769,-0.088477809775558,15.4340900438799,16.5594715715936,18.1236517127839,"2332",8166.35341330526,7.69621263934641
"284","Acacias","22","arganzuela","2",-3.703144,40.402353,3810,65,4689,2,2,"piso","interior","si","buen_estado",5,"1","1",0.42,0.35,0.48,0.14,0.24,0.4,"0",0.995851689234045,0.102249548828197,0.28561829311612,0.674490925,-0.560463508628457,0.393761061009403,12.4059736305031,16.4637662379734,12.0677702549483,"4689",1989.61536731152,8.24538446812075
"286","Chopera","23","arganzuela","2",-3.698083,40.397521,3671,59,3081,3,2,"piso","exterior","si","buen_estado",30,"1","1",0.43,0.35,0.56,0.07,0.27,0.52,"0",1.21662641040019,0.0686264125810158,0.413751240882863,0.228760702,-0.673814974001949,0.481038888623844,12.4059736305031,16.4637662379734,12.0677702549483,"3081",2409.18922011603,8.20821938349683
"287","San Isidro","113","carabanchel","11",-3.723443,40.401307,2716,70,3107,3,1,"piso","exterior","no","buen_estado",40,"0","0",0.43,0.3,0.53,0.18,0.33,0.61,"0",0.331955181179741,-0.0340856450628842,-0.036652111682634,0.493549695,-0.205196071822751,0.0291208464120691,13.431372167504,18.6782268954326,17.8368933701206,"3107",3139.44666730443,7.90691548867859
"289","Trafalgar","73","chamberi","7",-3.69521,40.430186,4360,22,4840,1,1,"estudio","exterior","si","buen_estado",40,"1","1",0.48,0.31,0.48,0.02,0.58,0.35,"1",0.925760493536464,0.241802423227994,0.24044184477095,-1.202108569,1.51353165303006,0.475640596442656,10.208239022182,22.7526510007271,9.66020549542505,"4840",1246.292343395,8.38022733634308
"290","Rios Rosas","75","chamberi","7",-3.6907588,40.445412,4500,50,4250,2,1,"piso","exterior","si","buen_estado",30,"1","1",0.42,0.28,0.39,0.01,0.56,0.21,"1",0.653490770274402,0.227176072254769,0.261778119022183,-0.433880382,1.31241998597554,0.30123171270095,10.208239022182,22.7526510007271,9.66020549542505,"4250",2958.13083373326,8.41183267575841
"293","Vallehermoso","76","chamberi","7",-3.7128326,40.442224,4655,23,3059,0,1,"estudio","exterior","si","nuevo-semin,",0,"0","0",0.45,0.27,0.32,0.03,0.24,0.24,"1",0.430621218209437,0.842015823166765,0.471764743939495,0.578613029,0.445865787646596,0.237314340414032,10.208239022182,22.7526510007271,9.66020549542505,"3059",3011.73672931773,8.44569718971117
"294","Castillejos","63","tetuan","6",-3.695723,40.459802,6250,38,3059,1,1,"estudio","exterior","si","buen_estado",25,"0","0",0.43,0.26,0.35,0.02,0.51,0.38,"0",0.0212303259514934,-0.0034718800890687,-0.00364442405441806,0.106553846,0.582278566465136,0.194358093084411,11.1810440577564,19.5566137701235,17.5599075693549,"3059",4543.05429241581,8.74033674273045
"298","Zofío","126","usera","12",-3.711614,40.379566,2375,71,2429,3,1,"piso","exterior","no","buen_estado",30,"0","0",0.32,0.19,0.38,0.22,0.08,0.45,"0",0.242778587920987,0.000326663093891148,0.0559580022300686,0.229525499,-0.497862307899103,0.105733641333304,14.7617732259595,17.6805558506683,20.543385107905,"2429",4620.66128226174,7.77275271646874
"299","Palomeras Bajas","133","puente_vallecas","13",-3.652332,40.385929,4000,100,2672,4,2,"piso","exterior","no","segunda_mano",45,"0","0",0.37,0.31,0.47,0.21,0.21,0.56,"0",-1.01722240121302,-0.424173681797195,-0.63586567231463,0.157122529,-0.840310353174792,-0.414342847342165,14.0851619218533,17.5324251570275,15.6513581858227,"2672",5137.27998855617,8.29404964010203
"300","Aguilas","107","latina","10",-3.774018,40.3823,2805,105,2913,4,2,"piso","exterior","si","buen_estado",28.7876590287004,"0","0",0.28,0.11,0.35,0.13,0.12,0.28,"0",-0.271272570656949,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.530352555917818,-0.221201952421827,11.6618606886501,21.8191401950297,13.9478008774786,"2913",7875.1210376936,7.9391588179568
"301","Sol","16","centro","1",-3.701298,40.418871,4400,45,4541,2,1,"piso","interior","no","buen_estado",35.7517977647601,"1","1",0.55,0.41,0.45,0.02,0.68,0.75,"1",0.437112188019744,-1.16437716384709,-0.703325502617869,-0.488591471,0.683842377929878,0.428712625291332,12.6403244799163,20.7824152819573,13.4305900824284,"4541",567.838500984967,8.38935981990635
"302","Concepción","154","ciudad_lineal","15",-3.652267,40.439141,3951,74,3344,2,2,"piso","exterior","si","buen_estado",17.4219177590645,"0","0",0.42,0.25,0.4,0.07,0.19,0.36,"0",-0.579306454975576,-0.0125003330468673,-0.0111149611894872,-0.025245452,-0.251689896117003,-0.445917691022009,12.6403244799163,20.7824152819573,13.4305900824284,"3344",4230.2341064464,8.28172399041139
"303","Delicias","25","arganzuela","2",-3.694153,40.400131,3559,28,3423,1,1,"piso","exterior","no","buen_estado",26.1059094027568,"1","1",0.47,0.44,0.58,0.09,0.42,0.55,"0",1.49409040726197,0.206211161616174,1.2103405175251,0.141317695,-0.68334534407602,0.574227993042816,12.4059736305031,16.4637662379734,12.0677702549483,"3423",2100.82916165795,8.17723488551019
"304","Goya","42","salamanca","4",-3.668493,40.425982,5000,30,4038,1,1,"piso","interior","si","buen_estado",30,"1","1",0.37,0.26,0.33,0.01,0.38,0.19,"0",0.347312094471003,-0.411356852422077,-0.407139584840035,-0.28915259,0.348422530498619,-0.253605009552859,10.8508323139206,22.4451037773467,8.57455680888883,"4038",2345.0064877058,8.51719319141624
"305","Fontarrón","145","moratalaz","14",-3.644117,40.403371,2923,119,2872,4,2,"piso","exterior","si","a_reformar",25,"0","0",0.25,0.15,0.41,0.05,0.14,0.27,"0",-0.056917928292671,-0.308704656032759,-0.261834190159702,-0.516599697,-0.070494232349155,-0.424451480786744,13.0862840391885,22.22093651161,7.95629869628944,"2872",4619.11817455983,7.98036576511125
"306","Casco Histórico de Vallecas","181","vallecas","18",-3.621175,40.371855,2551,60,2807,2,1,"atico","exterior","no","buen_estado",15,"0","0",0.41,0.58,0.45,0.07,0.53,0.52,"0",-0.487920884180159,-0.00346780999237247,-0.00366046363057954,0.123580462,-0.5099564923631,-0.213405600586224,16.3236733530746,11.5771084486625,9.57490304915067,"2807",8142.06651626609,7.84424071814181
"307","El Goloso","88","fuencarral","8",-3.714314,40.516998,3739,96,4656,3,2,"piso","exterior","si","buen_estado",13.8553822244954,"1","0",0.58,0.49,0.68,0.58,0.55,0.44,"0",-0.271638654088029,-0.00346780999237247,-0.00366046363057954,0.055845137,-0.725552750704446,-0.09316729873027,14.2042185577595,16.9485824548359,7.08064473299875,"4656",11036.1031465857,8.22657347497711
